Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Red Kerr,31,PHI,C,80,36.7,6.7,15.6,.429,3.4,4.5,.751,12.7,3.4,2.3,16.8,
Tom Heinsohn,29,BOS,PF,76,26.8,6.4,16.1,.398,3.7,4.5,.827,6.1,2.4,3.5,16.5,"AS,NBA2"
Jack Twyman,29,CIN,SF,68,29.4,6.6,14.6,.450,2.8,3.4,.829,5.4,2.0,3.9,15.9,
Art Heyman,22,NYK,SG,75,29.8,5.8,13.4,.431,3.9,5.6,.685,4.0,3.4,3.1,15.4,
Billy McGill,24,2TM,C,74,24.1,6.2,12.7,.487,2.8,3.8,.723,5.6,1.6,2.9,15.1,
Bill Russell,29,BOS,C,78,44.6,6.0,13.8,.433,3.0,5.5,.550,24.7,4.7,2.4,15.0,"MVP-3,AS,NBA2"
Bob Boozer,26,2TM,SF,81,29.4,5.8,13.5,.427,3.4,4.6,.723,7.4,1.2,2.9,14.9,
Johnny Green,30,NYK,PF,80,26.7,6.0,12.8,.470,2.4,4.9,.497,10.0,2.0,3.1,14.5,
Rod Thorn,22,BAL,SG,75,34.6,5.5,13.5,.405,3.4,4.7,.731,4.8,3.7,2.5,14.4,
Tom Meschery,25,SFW,SF,80,30.3,5.5,11.9,.458,2.6,3.7,.702,7.7,1.9,3.6,13.5,
Wayne Hightower,24,SFW,PF,79,32.1,5.0,12.9,.385,3.3,4.2,.790,7.2,1.7,3.4,13.2,
Zelmo Beaty,24,STL,C,59,32.6,4.9,11.0,.444,3.4,4.6,.741,10.7,1.3,4.4,13.1,
Richie Guerin,31,2TM,SG,80,29.6,4.4,10.6,.415,4.3,5.3,.818,3.2,4.7,3.5,13.1,
Lee Shaffer,24,PHI,SF,41,24.7,5.3,14.3,.370,2.5,3.2,.767,5.0,0.9,2.8,13.1,
Johnny Egan,25,2TM,PG,66,35.2,5.1,11.5,.441,2.9,3.7,.794,2.9,5.4,2.7,13.0,
Rudy LaRusso,26,LAL,PF,79,34.8,4.3,9.8,.434,3.8,5.0,.751,10.1,2.4,3.4,12.3,
Lenny Wilkens,26,STL,PG,78,32.4,4.3,10.4,.413,3.5,4.7,.740,4.3,4.6,3.7,12.0,AS
Larry Costello,32,PHI,PG,45,25.3,4.2,9.1,.468,3.3,3.8,.865,2.3,3.7,3.3,11.8,
Paul Neumann,26,PHI,PG,74,26.7,4.4,9.9,.443,2.8,3.6,.789,3.3,3.9,2.9,11.6,
Tom Sanders,25,BOS,PF,80,29.6,4.4,10.5,.417,2.7,3.5,.761,8.3,1.3,3.5,11.4,
Dave Gambee,26,PHI,SF,41,22.6,3.6,9.2,.394,3.7,4.5,.816,6.2,0.9,3.9,11.0,
Reggie Harding,21,DET,C,39,29.7,4.7,11.8,.400,1.6,2.5,.622,10.5,1.3,3.1,11.0,
Guy Rodgers,28,SFW,PG,79,34.1,4.3,11.7,.365,2.5,3.5,.707,4.2,7.0,3.1,11.0,AS
Al Attles,27,SFW,PG,70,26.9,4.1,9.1,.452,2.6,3.9,.673,3.4,2.8,3.6,10.9,
Bob Ferry,26,DET,C,74,20.6,4.0,9.1,.445,2.5,3.8,.667,5.8,1.3,2.4,10.6,
Si Green,30,BAL,PG,75,27.5,3.8,9.2,.415,2.6,3.9,.683,3.8,2.9,3.0,10.3,
Gary Phillips,24,SFW,SG,66,30.5,3.9,10.5,.370,2.2,3.3,.670,3.8,3.1,3.7,10.0,
Willie Naulls,29,BOS,SF,78,18.1,4.1,9.9,.417,1.6,2.0,.796,4.6,0.8,2.7,9.8,
Adrian Smith,27,CIN,SG,66,23.1,3.5,8.7,.406,2.3,3.0,.782,2.2,2.2,2.5,9.4,
Kevin Loughery,23,2TM,SG,66,22.1,3.6,9.6,.374,1.9,2.7,.712,2.1,2.8,2.7,9.1,
Tom Gola,31,NYK,SG,74,29.1,3.5,8.1,.429,2.1,2.9,.726,6.3,3.5,3.8,9.1,AS
Jackie Moreland,25,DET,PF,78,22.8,3.5,8.2,.426,2.1,2.7,.781,5.2,1.6,3.4,9.1,
Al Butler,25,NYK,PG,76,18.1,3.4,8.1,.422,1.8,2.5,.738,2.2,2.1,2.2,8.7,
Dave DeBusschere,23,DET,SF,15,20.3,3.5,8.9,.391,1.7,2.9,.581,7.0,1.5,2.1,8.6,
Tom Hawkins,27,CIN,SF,73,24.2,3.5,7.9,.441,1.5,2.6,.601,6.0,1.0,2.7,8.6,
Frank Ramsey,32,BOS,SG,75,16.4,3.0,8.1,.374,2.6,3.1,.841,3.0,1.1,3.3,8.6,
Chico Vaughn,23,STL,SG,68,19.7,3.5,7.9,.442,1.6,2.2,.723,1.9,1.9,2.4,8.6,
Bill Bridges,24,STL,PF,80,24.4,3.4,8.4,.397,1.8,2.8,.652,8.5,2.3,3.4,8.5,
Bucky Bockhorn,30,CIN,SG,70,23.9,3.5,8.4,.412,1.4,1.8,.762,2.9,2.5,3.2,8.3,
K.C. Jones,31,BOS,PG,80,30.3,3.5,9.0,.392,1.1,2.1,.524,4.7,5.1,3.2,8.2,
Willie Jones,27,DET,PG,77,20.0,3.4,8.8,.390,1.3,1.8,.709,3.3,2.2,2.7,8.2,
Ben Warley,27,PHI,PF,79,22.0,2.7,6.3,.435,2.8,3.9,.721,7.8,0.9,3.5,8.2,
Al Bianchi,31,PHI,PG,78,18.4,3.3,8.8,.376,1.4,1.8,.773,1.9,1.9,3.2,8.0,
John Rudometkin,23,NYK,SF,52,13.4,3.0,6.3,.472,1.7,2.2,.750,3.2,0.5,1.7,7.6,
Donnie Butcher,27,2TM,PG,78,25.3,2.6,6.5,.398,2.0,3.3,.621,4.2,3.1,3.2,7.2,
Nate Thurmond,22,SFW,PF,76,25.9,2.9,7.3,.395,1.3,2.3,.549,10.4,1.1,2.4,7.0,ROY-3
Clyde Lovellette,34,BOS,C,45,9.7,2.8,6.8,.420,1.0,1.3,.789,2.8,0.5,2.2,6.7,
John Barnhill,25,STL,SG,74,18.5,2.8,6.8,.412,0.9,1.6,.609,2.1,2.0,1.4,6.6,
Leroy Ellis,23,LAL,C,78,18.7,2.6,6.1,.423,1.4,2.2,.659,6.4,0.5,2.5,6.6,
Connie Dierking,27,PHI,C,76,16.9,2.5,6.8,.372,1.5,2.2,.675,5.6,0.7,2.9,6.5,
Don Kojis,25,BAL,SF,78,14.7,2.6,6.2,.419,1.1,1.9,.562,4.0,0.7,1.6,6.3,
Jerry Harkness,23,NYK,PG,5,11.8,2.6,6.0,.433,0.6,1.6,.375,1.2,1.2,0.8,5.8,
Mike Farmer,27,STL,SF,76,17.9,2.3,5.8,.406,0.9,1.1,.819,3.0,1.4,1.8,5.6,
Dolph Schayes,35,PHI,PF,24,14.6,1.8,6.0,.308,1.9,2.4,.807,4.6,2.0,3.2,5.6,
Frank Selvy,31,LAL,SG,73,17.6,2.2,5.8,.378,1.1,1.7,.639,1.9,2.0,1.6,5.5,
Eddie Miles,23,DET,SG,60,13.5,2.2,6.2,.353,1.0,1.5,.713,1.6,1.0,1.5,5.4,
Don Nelson,23,LAL,SF,80,17.6,1.7,4.0,.418,1.9,2.5,.741,4.0,1.0,2.3,5.2,
Gary Hill,22,SFW,SG,67,15.1,2.2,5.7,.380,0.8,1.1,.662,1.7,1.5,2.5,5.1,
Jerry Greenspan,22,PHI,SG,20,14.0,1.6,4.5,.356,1.7,2.5,.680,3.6,0.6,2.7,4.9,
Jim Krebs,28,LAL,C,68,14.3,2.0,5.3,.375,1.0,1.3,.765,4.2,0.7,2.4,4.9,
Bob Duffy,23,3TM,PG,48,13.8,2.0,4.8,.410,0.9,1.4,.677,1.3,1.6,1.0,4.8,
Tom Hoover,23,NYK,C,59,16.7,1.7,4.2,.413,1.4,2.2,.614,5.6,0.6,3.1,4.8,
Darrall Imhoff,25,DET,C,58,15.0,1.8,4.3,.414,1.2,2.0,.605,4.9,1.0,2.9,4.8,
Dave Budd,25,NYK,SF,73,14.1,1.8,4.1,.431,1.2,1.6,.730,3.8,0.8,1.8,4.7,
Charlie Hardnett,25,BAL,PF,66,9.3,1.6,3.9,.412,1.3,1.9,.672,3.8,0.4,1.7,4.5,
Larry Staverman,27,3TM,PF,60,11.2,1.6,3.5,.462,1.2,1.5,.767,2.9,0.5,2.0,4.4,
Gene Wiley,26,LAL,C,78,19.4,1.9,3.5,.535,0.6,1.0,.600,6.5,0.6,2.9,4.3,
Gene Conley,33,NYK,PF,46,12.0,1.6,4.1,.392,1.0,1.4,.677,3.4,0.5,2.7,4.2,
Gene Shue,32,BAL,PG,47,20.5,1.7,5.9,.293,0.8,1.3,.590,2.0,3.2,2.1,4.2,
Bud Olsen,23,CIN,PF,49,10.5,1.7,4.3,.405,0.7,1.2,.561,3.0,0.6,1.6,4.1,
Gene Tormohlen,26,STL,C,51,12.5,1.8,4.9,.376,0.4,0.9,.478,4.2,1.0,2.5,4.1,
Jim King,22,LAL,PG,60,12.7,1.4,3.3,.424,1.1,1.7,.653,1.9,1.8,1.7,3.9,
Jay Arnette,25,CIN,PG,48,10.4,1.5,4.1,.362,0.9,1.1,.778,1.1,1.5,2.2,3.8,
Barney Cable,28,BAL,SF,71,15.8,1.6,4.1,.400,0.4,0.6,.667,4.2,0.7,2.3,3.7,
Hubie White,24,PHI,SG,23,8.5,1.3,4.6,.295,0.7,1.2,.607,1.8,0.5,1.2,3.4,
Bevo Nordmann,24,2TM,C,19,13.6,1.4,3.5,.409,0.5,1.0,.474,3.4,0.3,2.7,3.3,
Kenny Sears,30,SFW,SF,51,10.2,1.0,2.4,.442,1.3,1.5,.810,1.8,0.8,1.4,3.3,
Larry Siegfried,24,BOS,SG,31,8.4,1.1,3.5,.318,1.0,1.3,.795,1.6,1.3,1.1,3.3,
George Lee,27,SFW,SF,54,9.7,1.2,3.1,.379,0.9,1.3,.662,1.8,0.5,1.2,3.2,
Tom Thacker,24,CIN,PG,48,9.5,1.1,3.8,.293,0.5,1.1,.491,2.4,1.1,1.1,2.8,
Jim Loscutoff,33,BOS,SF,53,8.5,1.1,3.4,.308,0.3,0.6,.581,2.5,0.5,1.7,2.5,
John Windsor,23,SFW,PF,11,6.2,0.9,2.5,.370,0.6,0.7,.875,2.4,0.2,1.2,2.5,
Larry Comley,24,BAL,,12,7.4,0.7,3.1,.216,0.8,1.3,.563,1.6,1.0,0.9,2.1,
Roger Strickland,23,BAL,,1,4.0,1.0,3.0,.333,0.0,0.0,,0.0,0.0,1.0,2.0,
Gerry Ward,22,STL,SG,24,5.8,0.7,2.2,.302,0.5,0.7,.647,0.9,0.9,1.1,1.8,
Paul Hogue,23,2TM,C,15,9.8,0.8,2.0,.400,0.1,0.5,.286,2.1,0.4,2.3,1.7,
Hub Reed,27,LAL,C,46,8.4,0.7,2.0,.363,0.2,0.3,.667,2.3,0.5,1.6,1.7,
Mel Gibson,23,LAL,,9,5.9,0.7,2.2,.300,0.1,0.2,.500,0.4,0.7,1.1,1.4,
Johnny McCarthy,29,BOS,PG,28,7.4,0.6,1.7,.333,0.2,0.5,.385,1.3,0.9,1.5,1.3,
Mel Peterson,25,BAL,,2,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.0,1.0,1.0,
Ken Rohloff,24,STL,,2,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,2.0,0.0,
