Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
LaRue Martin,25,POR,C,63,,14.1,1.7,4.8,.361,0.9,1.2,.740,1.1,3.9,4.9,1.1,0.1,0.4,2.0,4.4,
Clyde Mayes,22,MIL,PF,65,,14.6,1.8,3.8,.460,0.9,1.5,.577,1.5,2.6,4.0,0.6,0.1,0.6,2.4,4.4,
Tal Skinner,23,SEA,SF,72,,17.0,1.8,4.0,.463,0.7,1.1,.613,1.2,2.4,3.7,0.9,0.7,0.1,1.6,4.3,
Dwight Davis,26,GSW,PF,72,,12.0,1.5,3.7,.413,1.1,1.6,.690,1.2,1.9,3.1,0.6,0.3,0.4,2.0,4.2,
Mel Davis,25,NYK,PF,42,,9.7,1.8,4.6,.394,0.5,0.7,.759,1.0,2.5,3.5,0.7,0.4,0.1,1.3,4.1,
Jon McGlocklin,32,MIL,SG,33,,10.2,1.9,4.5,.426,0.3,0.3,.900,0.1,0.4,0.5,1.2,0.2,0.0,0.5,4.1,
Ron Riley,25,HOU,PF,65,,16.1,1.8,4.3,.411,0.6,0.9,.679,1.4,3.3,4.7,1.2,0.5,0.3,2.1,4.1,
Cliff Meely,28,2TM,PF,34,,9.2,1.5,3.9,.394,1.0,1.4,.688,0.6,2.2,2.9,0.6,0.4,0.2,1.8,4.0,
Walt Wesley,31,LAL,C,1,,7.0,1.0,2.0,.500,2.0,4.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,
Rod Derline,23,SEA,SG,49,,6.9,1.5,3.7,.403,0.9,1.1,.804,0.2,0.4,0.6,0.5,0.2,0.0,0.4,3.9,
Jim Fox,32,MIL,C,70,,13.1,1.5,2.9,.517,0.9,1.1,.785,1.2,2.2,3.4,0.6,0.4,0.2,1.8,3.9,
Bubbles Hawkins,21,GSW,SG,32,,4.8,1.7,3.3,.510,0.6,1.0,.645,0.5,0.4,0.9,0.5,0.3,0.3,1.0,3.9,
Clyde Lee,31,PHI,C,79,0,18.0,1.6,3.6,.436,0.8,1.2,.663,2.1,3.7,5.7,0.7,0.3,0.3,2.4,3.9,
Kevin Grevey,22,WSB,SF,56,,9.0,1.4,3.8,.371,0.9,1.0,.897,0.4,0.6,1.1,0.5,0.2,0.1,1.2,3.8,
Earl Williams,24,DET,C,46,,12.2,1.6,3.3,.480,0.5,1.0,.500,2.2,3.2,5.5,0.4,0.5,0.4,1.8,3.7,
Mickey Davis,25,MIL,SF,45,,9.1,1.2,3.4,.362,1.1,1.4,.794,0.6,1.3,1.9,0.8,0.3,0.0,0.8,3.6,
Fred Saunders,24,PHO,SF,17,,8.6,1.6,3.8,.438,0.4,0.6,.545,0.6,1.5,2.2,0.8,0.3,0.1,1.4,3.6,
Jim Ard,27,BOS,C,81,,10.5,1.3,3.6,.364,0.9,1.2,.710,1.2,2.4,3.6,0.6,0.1,0.4,1.7,3.5,
Harvey Catchings,24,PHI,C,75,68,23.1,1.4,3.2,.426,0.8,1.3,.604,2.5,4.4,6.9,0.8,0.3,2.2,3.5,3.5,
Barry Clemens,32,POR,SF,49,,9.0,1.4,2.9,.490,0.6,0.7,.886,0.6,0.9,1.4,0.7,0.6,0.1,1.2,3.5,
Kermit Washington,24,LAL,PF,36,,13.7,1.1,2.5,.433,1.3,1.8,.682,1.4,3.2,4.6,0.6,0.3,0.7,2.1,3.4,
Dave Wohl,26,HOU,PG,50,,14.0,1.3,3.3,.405,0.8,1.0,.776,0.2,0.9,1.1,2.2,0.5,0.0,2.2,3.4,
Lee Winfield,28,KCK,PG,22,,9.7,1.5,3.0,.485,0.4,0.6,.643,0.4,0.7,1.1,0.9,0.5,0.3,0.6,3.3,
Wali Jones,33,2TM,PG,17,1,10.4,1.4,2.9,.469,0.5,0.8,.692,0.0,0.5,0.5,1.9,0.4,0.0,1.6,3.2,
Zaid Abdul-Aziz,29,SEA,C,27,,8.3,1.3,2.8,.467,0.6,1.1,.552,1.1,1.7,2.8,0.6,0.3,0.6,1.1,3.2,
Bob Weiss,33,BUF,PG,66,,15.1,1.3,2.8,.486,0.5,0.7,.729,0.2,0.8,1.0,2.3,0.7,0.2,1.4,3.2,
Rudy White,22,HOU,SG,32,,8.9,1.3,3.2,.412,0.6,0.8,.720,0.4,0.8,1.2,0.9,0.6,0.2,1.0,3.2,
Harthorne Wingo,28,NYK,PF,57,,9.4,1.3,2.9,.442,0.7,1.1,.667,0.8,1.1,1.9,0.3,0.3,0.1,1.0,3.2,
Steve Patterson,27,2TM,C,66,,13.9,1.3,3.3,.382,0.5,0.8,.630,1.2,2.2,3.5,1.2,0.2,0.2,1.4,3.1,
Don Adams,28,BUF,SF,56,,12.6,1.2,3.0,.394,0.7,1.0,.702,0.7,1.9,2.6,1.3,0.5,0.1,2.3,3.1,
Mel Counts,34,NOJ,C,30,,10.6,1.2,3.0,.407,0.5,0.7,.762,0.9,2.4,3.3,1.3,0.5,0.3,2.5,3.0,
Matt Guokas,31,2TM,SG,56,,14.2,1.3,3.1,.422,0.3,0.5,.667,0.4,0.7,1.1,1.3,0.3,0.1,1.4,2.9,
Jerome Anderson,22,BOS,SG,22,,5.7,1.1,2.0,.556,0.5,0.7,.688,0.2,0.4,0.6,0.3,0.1,0.1,1.1,2.8,
Dennis DuVal,23,ATL,PG,13,,10.0,1.2,3.3,.349,0.5,0.7,.667,0.1,0.5,0.6,1.5,0.5,0.2,1.2,2.8,
John Hummer,27,SEA,PF,29,,12.6,1.1,2.3,.478,0.6,1.4,.415,0.7,1.9,2.7,0.9,0.2,0.3,2.4,2.8,
Ken Mayfield,27,NYK,SG,13,,4.9,1.3,3.5,.370,0.2,0.2,1.000,0.1,0.5,0.6,0.3,0.0,0.0,1.4,2.8,
Terry Thomas,22,DET,PF,28,,4.9,1.0,2.3,.431,0.8,1.0,.724,0.5,0.8,1.3,0.1,0.1,0.1,0.8,2.8,
Tom Boswell,22,BOS,PF,35,,7.9,1.2,2.7,.441,0.4,0.7,.583,0.7,1.3,2.0,0.5,0.1,0.0,2.0,2.7,
Al Carlson,24,SEA,C,28,,10.0,1.0,2.8,.342,0.6,1.0,.621,1.1,1.5,2.6,0.5,0.3,0.4,1.4,2.6,
Jim McDaniels,27,LAL,C,35,,6.9,1.2,2.9,.402,0.3,0.3,1.000,0.7,1.4,2.1,0.4,0.1,0.3,1.1,2.6,
Eric Fernsten,22,2TM,C,37,,7.2,0.9,2.3,.384,0.7,1.0,.703,0.7,1.2,1.9,0.5,0.2,0.4,0.6,2.5,
Gene Short,22,2TM,SF,34,,6.5,0.9,2.7,.352,0.6,0.9,.625,0.6,0.9,1.4,0.3,0.2,0.1,1.1,2.5,
Roger Brown,25,DET,C,29,,15.7,1.0,2.5,.403,0.5,0.6,.778,1.6,2.9,4.5,0.4,0.2,0.9,2.6,2.5,AS
Rick Roberson,28,KCK,C,74,,9.6,1.0,2.4,.406,0.6,1.4,.408,1.0,2.1,3.1,0.7,0.2,0.2,1.7,2.5,
Dale Schlueter,30,BUF,C,71,,10.9,0.9,1.7,.500,0.8,1.1,.667,0.8,2.3,3.2,1.1,0.2,0.2,2.0,2.5,
Darryl Dawkins,19,PHI,C,37,1,4.5,1.1,2.2,.500,0.2,0.6,.333,0.4,0.9,1.3,0.1,0.1,0.2,1.1,2.4,
Gus Bailey,24,HOU,SG,30,,8.7,0.9,2.6,.364,0.5,0.9,.500,0.7,1.0,1.7,1.4,0.5,0.3,1.1,2.3,
John Lambert,23,CLE,PF,54,,6.2,0.9,2.0,.445,0.5,0.7,.676,0.7,1.2,1.9,0.3,0.1,0.2,1.0,2.3,
Len Kosmalski,24,KCK,C,9,,10.3,0.9,2.2,.400,0.4,0.8,.571,1.0,1.8,2.8,1.3,0.3,0.4,1.2,2.2,
Phil Lumpkin,24,PHO,PG,34,,10.9,0.6,1.9,.338,0.8,0.9,.867,0.2,0.5,0.7,1.4,0.4,0.0,0.8,2.1,
John Block,31,CHI,PF,2,,3.5,1.0,2.0,.500,0.0,1.0,.000,0.0,1.0,1.0,0.0,0.5,0.0,1.0,2.0,
Dennis Bell,24,NYK,SF,10,,7.6,0.8,2.1,.381,0.3,0.7,.429,0.4,1.0,1.4,0.3,0.6,0.1,1.1,1.9,
Bob Bigelow,22,KCK,SF,31,,5.3,0.5,1.5,.340,0.8,1.1,.727,0.3,0.6,0.9,0.3,0.1,0.0,0.6,1.8,
Mike D'Antoni,24,KCK,SG,9,,11.2,0.8,3.0,.259,0.2,0.2,1.000,0.4,1.1,1.6,1.8,1.1,0.0,2.0,1.8,
Tom Kozelko,24,WSB,PF,67,,8.7,0.7,1.5,.485,0.3,0.4,.633,0.3,0.9,1.2,0.5,0.3,0.1,1.1,1.7,
C.J. Kupec,23,LAL,SF,16,,3.4,0.6,2.5,.250,0.4,0.7,.636,0.3,1.2,1.4,0.3,0.2,0.0,0.4,1.7,
John Wetzel,31,PHO,SG,37,,6.7,0.6,1.2,.478,0.5,0.6,.833,0.2,0.8,1.0,0.5,0.2,0.1,0.8,1.7,
Henry Dickerson,24,DET,SG,17,,6.6,0.5,1.7,.310,0.6,0.9,.625,0.2,0.0,0.2,0.5,0.1,0.1,1.0,1.6,
Ed Searcy,23,BOS,SF,4,,3.0,0.5,1.5,.333,0.5,0.5,1.000,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1.5,
Luke Witte,25,CLE,C,22,,4.5,0.5,1.5,.344,0.4,0.7,.600,0.4,1.3,1.7,0.2,0.0,0.0,0.6,1.4,
Jerry Baskerville,24,PHI,SF,21,0,5.0,0.4,1.2,.308,0.5,0.8,.625,0.6,0.7,1.3,0.1,0.3,0.2,1.5,1.2,
Greg Lee,24,POR,PG,5,,7.0,0.4,0.8,.500,0.4,0.4,1.000,0.0,0.4,0.4,2.2,0.4,0.0,1.2,1.2,
Jim Creighton,25,ATL,SF,32,,5.4,0.4,1.3,.279,0.2,0.5,.438,0.4,1.0,1.4,0.1,0.1,0.3,0.7,1.0,
Larry Fogle,22,NYK,SG,2,,7.0,0.5,2.5,.200,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,0.0,2.0,1.0,
Tom Kropp,22,WSB,SG,25,,2.9,0.3,1.2,.233,0.2,0.2,.833,0.2,0.4,0.6,0.3,0.1,0.0,0.8,0.8,
John Roche,26,LAL,SG,15,,3.5,0.2,0.9,.214,0.1,0.3,.500,0.0,0.2,0.2,0.4,0.0,0.0,0.5,0.5,
Greg Smith,29,POR,SF,1,,3.0,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
Jim Washington,32,BUF,PF,1,,7.0,0.0,1.0,.000,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
