Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
George Johnson,26,GSW,C,82,,17.5,1.9,3.9,.476,0.7,1.1,.659,2.6,4.4,7.0,0.8,0.4,1.7,2.5,4.4,
Wardell Jackson,23,SEA,SF,56,,16.8,1.7,4.3,.397,0.9,1.3,.718,0.9,1.4,2.4,0.5,0.5,0.1,2.3,4.3,
Russ Lee,25,NOJ,SF,15,,9.3,1.9,5.1,.382,0.5,0.9,.500,1.0,1.1,2.1,0.5,0.7,0.2,1.1,4.3,
Tom Boerwinkle,29,CHI,C,80,,14.7,1.7,3.4,.487,0.9,1.2,.768,1.3,3.4,4.8,3.4,0.3,0.6,2.0,4.2,
Phil Lumpkin,23,POR,PG,48,,16.5,1.8,4.0,.453,0.6,0.8,.769,0.2,1.0,1.2,3.7,0.4,0.1,1.7,4.2,
Foots Walker,23,CLE,PG,72,,14.9,1.5,3.8,.404,1.1,1.6,.684,0.7,1.4,2.0,2.7,1.1,0.1,1.8,4.2,
Jim Davis,33,DET,C,79,,13.6,1.5,3.3,.454,1.1,1.5,.726,1.2,2.4,3.6,1.1,0.6,0.5,1.6,4.1,
Charles Dudley,24,GSW,PG,67,,11.3,1.5,3.2,.470,1.0,1.4,.722,0.9,1.3,2.2,1.5,0.6,0.0,1.6,4.1,
Bernie Fryer,25,NOJ,SG,31,,13.9,1.5,3.4,.443,1.1,1.4,.767,0.5,1.0,1.5,1.7,0.7,0.0,1.7,4.1,
Phil Hankinson,23,BOS,SF,3,,8.0,2.0,3.7,.545,0.0,0.0,,0.3,2.0,2.3,0.7,0.3,0.0,1.0,4.0,
Clem Haskins,31,WSB,SG,70,,10.0,1.6,4.1,.397,0.8,0.9,.841,0.4,0.7,1.1,1.1,0.3,0.1,1.0,4.0,
Connie Norman,21,PHI,SG,12,0,6.0,1.9,3.7,.523,0.2,0.3,.667,0.3,0.8,1.0,0.3,0.3,0.1,0.8,4.0,
Bob Kauffman,28,ATL,PF,73,,10.9,1.5,3.6,.433,0.8,1.2,.702,0.9,1.6,2.5,1.1,0.3,0.1,1.4,3.9,
Jim Ard,26,BOS,C,59,,12.2,1.5,4.5,.335,0.8,1.1,.738,1.0,2.4,3.4,0.7,0.2,0.5,1.6,3.8,
Lamar Green,27,NOJ,C,15,,18.7,1.6,4.7,.343,0.6,1.3,.450,1.9,5.4,7.3,1.1,0.3,0.3,2.5,3.8,
Mickey Johnson,22,CHI,PF,38,,7.7,1.4,3.1,.449,1.0,1.5,.638,0.8,1.6,2.5,0.5,0.3,0.3,1.5,3.8,
John Wetzel,30,ATL,SG,63,,12.5,1.4,3.2,.426,1.1,1.2,.883,0.5,1.3,1.8,1.2,0.8,0.1,1.7,3.8,
Greg Jackson,22,2TM,SG,49,,16.4,1.5,3.6,.415,0.7,1.3,.581,0.4,1.0,1.4,2.0,0.5,0.2,2.7,3.7,
Jesse Dark,23,NYK,SG,47,,8.5,1.6,3.3,.471,0.5,0.9,.550,0.3,0.5,0.8,0.6,0.1,0.0,1.0,3.6,
Dale Schlueter,29,BUF,C,76,,12.7,1.2,2.3,.517,1.1,1.6,.694,1.0,2.4,3.5,1.4,0.2,0.6,2.1,3.5,
Ken Durrett,26,2TM,SF,48,0,9.3,1.4,3.5,.404,0.6,1.1,.596,0.7,1.4,2.1,0.4,0.2,0.2,1.5,3.4,
Bob Weiss,32,BUF,PG,76,,17.6,1.3,3.4,.391,0.7,0.9,.806,0.3,1.1,1.4,3.4,1.1,0.3,1.9,3.4,
Dick Gibbs,26,WSB,SF,59,,7.2,1.3,3.2,.389,0.8,1.1,.750,0.4,0.6,1.0,0.3,0.2,0.1,1.0,3.3,
Frank Kendrick,24,GSW,SF,24,,5.0,1.3,3.2,.403,0.8,0.9,.818,0.8,0.7,1.5,0.3,0.5,0.1,0.9,3.3,
Bill Ligon,22,DET,SG,38,,7.2,1.4,3.8,.385,0.4,0.7,.640,0.4,0.3,0.7,0.7,0.2,0.2,0.8,3.3,
Ken Boyd,22,NOJ,SF,6,,4.2,1.2,2.2,.538,0.8,1.8,.455,0.5,0.3,0.8,0.3,0.5,0.0,0.3,3.2,
Steve Bracey,24,GSW,SG,42,,8.1,1.3,3.1,.415,0.6,0.9,.658,0.2,0.7,0.9,1.2,0.3,0.0,1.0,3.2,
Greg Smith,28,POR,SF,55,,9.4,1.3,2.7,.486,0.6,0.9,.667,0.5,1.1,1.6,0.5,0.4,0.1,1.7,3.2,
Ron Williams,30,MIL,PG,46,,11.4,1.3,3.6,.376,0.5,0.6,.828,0.2,0.7,0.9,1.5,0.5,0.0,1.5,3.2,
John Tschogl,24,PHI,SF,39,14,16.0,1.4,3.8,.358,0.3,0.6,.591,1.3,1.5,2.8,0.8,0.6,0.6,2.1,3.1,
Dennis Bell,23,NYK,SF,52,,8.9,1.3,3.5,.376,0.4,0.7,.556,0.9,1.1,2.0,0.5,0.4,0.2,1.0,3.0,
Kenny McIntosh,26,SEA,SF,6,,16.8,1.0,4.8,.207,1.0,1.5,.667,1.0,1.5,2.5,1.2,0.7,0.5,2.0,3.0,
Jim Owens,24,PHO,SF,41,,10.5,1.4,3.5,.386,0.3,0.4,.750,0.2,0.9,1.0,1.2,0.4,0.0,0.7,3.0,
Tom Riker,24,NYK,C,51,,9.5,1.0,2.9,.361,0.9,1.6,.561,0.8,1.3,2.1,0.4,0.3,0.1,1.3,3.0,
Owen Wells,24,HOU,SF,33,,6.5,1.3,3.0,.420,0.5,0.7,.682,0.4,0.7,1.1,0.7,0.3,0.1,1.2,3.0,
Dan Anderson,24,POR,SG,43,,10.5,1.1,2.4,.448,0.6,0.7,.867,0.2,0.5,0.7,1.9,0.4,0.0,1.0,2.8,
Ben Clyde,22,BOS,SF,25,,6.3,1.2,2.9,.431,0.3,0.4,.778,0.6,1.0,1.6,0.2,0.2,0.1,1.4,2.8,
Steve Kuberski,27,MIL,SF,59,,8.8,1.1,2.7,.390,0.7,0.9,.786,0.9,1.2,2.1,0.6,0.2,0.1,1.0,2.8,
Kevin Stacom,23,BOS,SG,61,,7.3,1.2,2.6,.453,0.5,0.5,.879,0.5,0.4,0.9,0.8,0.2,0.0,1.1,2.8,
Bill Bridges,35,2TM,PF,32,,13.0,1.1,2.9,.376,0.5,1.1,.500,2.0,2.2,4.2,1.0,0.3,0.2,2.0,2.7,
Glenn McDonald,22,BOS,SF,62,,6.4,1.1,2.9,.385,0.5,0.6,.757,0.3,0.8,1.1,0.4,0.1,0.1,0.9,2.7,
Gus Bailey,23,HOU,SG,47,,9.5,1.1,2.7,.405,0.4,0.9,.488,0.5,1.3,1.7,1.3,0.4,0.3,1.1,2.6,
Harvey Catchings,23,PHI,C,37,0,14.3,1.1,2.0,.554,0.4,0.7,.640,1.3,2.8,4.1,0.6,0.3,1.6,2.2,2.6,
Mike D'Antoni,23,KCO,SG,67,,11.3,1.0,2.6,.399,0.4,0.5,.778,0.2,1.0,1.1,1.6,1.0,0.2,1.6,2.5,
Al Eberhard,22,DET,SF,34,,8.1,0.9,2.5,.365,0.5,0.6,.810,0.5,0.9,1.4,0.5,0.4,0.0,1.0,2.3,
Dean Tolson,23,SEA,PF,19,,4.6,0.8,1.9,.432,0.6,0.9,.647,0.6,0.5,1.2,0.3,0.2,0.3,0.6,2.3,
Walt Wesley,30,2TM,C,45,0,5.5,0.9,2.1,.452,0.4,0.6,.593,0.4,1.0,1.4,0.3,0.2,0.1,1.1,2.2,
Leon Benbow,24,CHI,SG,39,,6.5,0.9,2.4,.372,0.4,0.5,.833,0.4,0.6,1.0,0.6,0.3,0.2,1.1,2.2,
John Hummer,26,SEA,PF,43,,13.2,1.0,2.5,.380,0.3,1.2,.275,0.7,1.8,2.4,0.9,0.2,0.2,1.5,2.2,
Don May,29,KCO,SF,29,,4.8,0.9,1.9,.500,0.3,0.4,.833,0.1,0.3,0.4,0.2,0.1,0.1,0.7,2.2,
Luke Witte,24,CLE,C,39,,6.9,0.8,2.5,.344,0.5,0.8,.613,1.0,1.4,2.4,0.4,0.1,0.6,1.1,2.2,
Tom Kozelko,23,WSB,PF,73,,10.3,0.8,2.3,.359,0.4,0.5,.861,0.7,1.2,1.9,0.6,0.4,0.1,1.7,2.1,
Hank Finkel,32,BOS,C,62,,8.4,0.8,2.1,.403,0.4,0.7,.535,0.5,1.3,1.8,0.5,0.1,0.0,1.2,2.0,
Paul Ruffner,26,BUF,C,22,,4.7,1.0,2.1,.468,0.0,0.2,.200,0.5,0.5,1.0,0.3,0.1,0.1,1.0,2.0,
Perry Warbington,22,PHI,PG,5,0,14.0,0.8,4.2,.190,0.4,0.4,1.000,0.4,1.2,1.6,3.2,0.0,0.0,3.2,2.0,
Dennis DuVal,22,WSB,PG,37,,3.7,0.6,1.8,.369,0.3,0.5,.667,0.2,0.4,0.6,0.4,0.4,0.1,0.9,1.6,
Dave Stallworth,33,NYK,SF,7,,8.1,0.7,2.6,.278,0.0,0.0,,0.9,2.0,2.9,0.3,0.4,0.4,1.4,1.4,
Len Kosmalski,23,KCO,C,67,,6.2,0.5,1.2,.398,0.4,0.4,.828,0.5,1.3,1.8,0.6,0.1,0.1,1.0,1.3,
Terry Driscoll,27,MIL,PF,11,,4.7,0.3,1.2,.231,0.1,0.2,.500,0.6,0.8,1.5,0.3,0.1,0.0,0.6,0.6,
Bernie Harris,24,BUF,PF,11,,2.3,0.2,1.0,.182,0.1,0.2,.500,0.2,0.5,0.7,0.1,0.0,0.1,0.0,0.5,
Dick Cunningham,28,MIL,C,2,,4.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,
Steve Downing,24,BOS,C,3,,3.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,
Bob Rule,30,MIL,C,1,,11.0,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,
Stan Washington,23,WSB,SG,1,,4.0,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
