Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Frank Selvy,28,LAL,SG,77,28.0,4.0,10.0,.405,2.7,3.6,.753,3.9,3.2,2.8,10.8,
Johnny Green,27,NYK,PF,78,22.9,4.2,9.7,.430,1.9,3.6,.522,10.7,1.2,2.5,10.2,
Shellie McMillon,24,DET,SF,78,21.0,4.1,9.6,.428,1.8,2.6,.697,6.2,1.3,3.1,10.1,
Tom Hawkins,24,LAL,SF,78,23.7,4.0,9.2,.431,1.8,3.0,.596,6.1,1.1,2.7,9.7,
Andy Johnson,28,PHW,PF,79,25.3,3.8,10.6,.359,2.0,3.5,.571,4.4,2.6,3.2,9.6,
Si Green,27,STL,SG,76,25.9,3.5,9.4,.366,2.3,3.3,.704,5.0,3.4,3.1,9.2,
Charlie Tyra,25,NYK,PF,59,23.8,3.4,9.3,.362,2.0,2.9,.694,6.7,1.4,2.8,8.8,
Bob Boozer,23,CIN,PF,79,19.9,3.2,7.6,.415,2.1,3.1,.672,6.2,1.4,2.4,8.4,
Johnny McCarthy,26,STL,PG,79,31.9,3.4,9.4,.357,1.5,2.9,.540,4.1,5.4,3.4,8.3,
Jim Krebs,25,LAL,C,75,22.1,3.6,9.2,.392,1.0,1.2,.806,6.1,0.9,3.0,8.2,
Barney Cable,25,SYR,SF,75,21.9,3.5,7.7,.463,1.0,1.4,.676,6.3,1.1,3.3,8.1,
Larry Foust,32,STL,C,68,17.8,2.9,7.2,.397,2.4,3.1,.788,5.7,1.1,2.7,8.1,
K.C. Jones,28,BOS,PG,78,20.6,2.6,7.7,.338,2.4,3.6,.664,3.6,3.2,2.4,7.6,
Woody Sauldsberry,26,STL,PF,69,21.6,3.3,11.1,.299,0.8,1.4,.560,7.1,1.1,2.9,7.5,
Mike Farmer,24,2TM,SF,59,22.1,3.1,7.8,.390,1.2,1.6,.734,6.4,1.4,2.2,7.3,
Jackie Moreland,22,DET,PF,64,15.7,3.0,7.5,.400,1.3,2.1,.652,4.9,0.8,2.7,7.3,
Al Attles,24,PHW,PG,77,20.1,2.9,7.1,.409,1.3,2.1,.599,2.8,2.3,3.1,7.0,
Ed Conlin,27,PHW,SF,77,16.8,2.8,7.8,.361,1.4,1.8,.748,3.4,1.6,2.0,7.0,
Joe Graboski,31,PHW,PF,68,14.9,2.5,7.5,.333,1.9,2.7,.694,3.9,1.1,2.2,6.8,
Ray Felix,30,LAL,C,78,19.4,2.4,6.5,.372,1.7,2.5,.699,6.9,0.5,3.9,6.6,
Dave Budd,22,NYK,SF,61,17.6,2.6,5.9,.432,1.4,2.2,.649,4.9,0.7,2.8,6.5,
Gene Conley,30,BOS,PF,75,16.6,2.4,6.6,.370,1.4,2.0,.693,7.3,0.5,3.7,6.3,
Chuck Noble,29,DET,SG,75,22.1,2.6,7.5,.346,1.1,1.5,.713,2.4,3.8,2.6,6.3,
Bob McNeill,22,NYK,PG,75,18.5,2.2,5.7,.389,1.4,1.7,.833,1.6,3.2,2.0,5.8,
Al Bianchi,28,SYR,PG,52,12.8,2.3,6.6,.345,1.2,1.7,.690,2.0,1.8,2.6,5.7,
Carl Braun,33,NYK,PG,15,14.5,2.5,5.3,.468,0.7,0.9,.786,2.1,3.2,1.9,5.7,
Willie Jones,24,DET,PG,35,12.9,2.2,6.2,.361,1.1,1.8,.635,2.7,1.8,2.6,5.6,
Fred LaCour,22,STL,SF,55,13.1,2.2,5.4,.417,1.1,1.5,.750,3.2,1.5,1.3,5.6,
Ralph Davis,22,CIN,SG,73,16.6,2.5,6.2,.401,0.5,0.7,.654,1.2,2.4,1.7,5.4,
Jim Palmer,27,NYK,C,55,12.5,2.3,5.6,.403,0.8,1.2,.677,3.3,0.5,2.3,5.3,
Hub Reed,24,CIN,C,75,16.2,2.1,4.9,.429,1.1,1.6,.697,4.9,0.9,2.7,5.3,
Tom Sanders,22,BOS,SF,68,15.9,2.2,5.2,.420,1.0,1.5,.670,5.7,0.6,1.9,5.3,
Archie Dees,24,DET,C,28,11.0,1.9,4.8,.393,1.4,1.7,.830,3.4,0.6,1.8,5.2,
Al Ferrari,27,STL,SG,63,16.4,1.9,5.2,.357,1.5,1.8,.819,1.8,2.3,2.5,5.2,
Jack George,32,NYK,PG,16,16.8,1.9,5.8,.333,1.3,1.9,.667,2.0,2.4,2.3,5.1,
Swede Halbrook,28,SYR,C,79,14.3,2.0,5.9,.335,1.0,1.8,.543,7.0,0.4,3.3,4.9,
Darrall Imhoff,22,NYK,C,62,16.0,2.0,5.0,.394,0.8,1.5,.510,4.8,0.8,2.3,4.7,
Joe Roberts,24,SYR,SF,68,11.8,1.9,5.2,.370,0.9,1.5,.596,3.6,0.6,1.8,4.7,
Larry Staverman,24,CIN,PF,66,14.3,1.7,3.8,.446,1.2,1.4,.849,4.3,1.3,2.5,4.6,
Win Wilfong,27,CIN,PG,62,11.6,1.7,4.9,.348,1.2,1.4,.809,2.4,1.4,1.9,4.6,
Phil Rollins,27,3TM,,61,13.4,1.8,4.8,.372,1.0,1.4,.659,1.6,2.0,2.0,4.5,
Vern Hatton,25,PHW,SG,54,11.3,1.8,5.6,.319,0.9,1.0,.821,1.7,1.1,1.1,4.4,
Jim Loscutoff,30,BOS,SF,76,15.2,1.9,6.3,.301,0.6,1.0,.645,3.8,0.3,3.1,4.4,
Dave Piontek,26,STL,SF,29,8.8,1.6,3.3,.490,0.6,1.1,.516,2.3,0.7,1.1,3.8,
Slick Leonard,28,LAL,PG,55,10.9,1.1,3.8,.295,1.3,1.8,.710,1.3,1.5,1.3,3.5,
Gene Guarilia,23,BOS,SF,25,8.4,1.5,3.8,.404,0.1,0.4,.300,2.8,0.2,1.1,3.2,
Joe Ruklick,22,PHW,PF,29,7.7,1.5,4.1,.358,0.3,0.4,.615,2.1,0.3,1.3,3.2,
Whitey Bell,28,NYK,PG,5,9.0,1.4,3.6,.389,0.2,0.6,.333,1.4,0.2,1.4,3.0,
Cal Ramsey,23,SYR,SF,2,13.5,1.0,5.5,.182,1.0,2.0,.500,3.5,1.5,3.5,3.0,
Ron Johnson,22,2TM,,14,7.4,0.9,3.1,.302,0.8,1.2,.647,2.1,0.1,0.7,2.6,
Ernie Beck,29,2TM,SG,10,8.2,1.0,2.9,.345,0.6,0.7,.857,2.3,1.5,1.0,2.6,
Howie Jolliff,22,LAL,PF,46,7.7,1.0,3.1,.326,0.2,0.5,.478,3.1,0.3,1.2,2.2,
Pickles Kennedy,22,PHW,,7,7.4,0.6,3.0,.190,0.6,0.9,.667,1.1,1.3,0.9,1.7,
Gary Alcorn,24,LAL,C,20,8.7,0.6,2.0,.300,0.4,0.4,.875,2.5,0.1,2.4,1.6,
