Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Arnie Johnson,31,ROC,SF,66,32.7,2.7,6.2,.433,4.6,5.9,.778,6.1,2.8,3.9,10.0,
George King,23,SYR,PG,66,28.6,3.6,8.8,.406,2.8,4.0,.712,4.2,3.7,3.0,10.0,
Don Boven,26,MLH,SG,66,30.0,3.0,10.1,.299,3.9,5.3,.731,5.1,2.7,4.1,9.9,
Connie Simmons,26,NYK,C,66,23.6,3.4,9.1,.378,2.7,3.8,.689,7.1,1.8,3.2,9.5,
Bill Tosheff,25,INO,PG,65,31.6,3.3,10.0,.327,2.8,3.4,.824,3.3,3.4,3.1,9.4,ROY-1
Frank Kudelka,26,BLB,SF,65,24.4,3.1,9.4,.332,3.0,4.0,.767,4.2,2.8,3.4,9.3,
Slater Martin,26,MNL,PG,66,37.6,3.6,9.6,.375,2.2,2.9,.747,3.5,3.8,3.4,9.3,
Mel Hutchins,23,MLH,C,66,39.7,3.5,9.6,.365,2.2,3.4,.644,13.3,2.9,2.9,9.2,ROY-1
Dick McGuire,26,NYK,PG,64,31.5,3.2,7.4,.430,2.9,4.5,.631,5.2,6.1,2.8,9.2,AS
Ernie Vandeweghe,23,NYK,SF,57,26.4,3.5,8.0,.438,2.2,2.8,.775,4.6,2.9,3.3,9.2,
Paul Seymour,24,SYR,SG,66,33.5,3.1,9.3,.335,2.8,3.7,.759,3.4,3.3,2.5,9.1,
Ralph O'Brien,23,INO,SG,64,24.6,3.6,9.6,.372,1.9,2.3,.819,1.9,1.9,1.8,9.0,
Jack Kerris,27,FTW,PF,66,32.5,2.8,7.3,.388,3.3,4.9,.668,7.8,3.2,4.0,8.9,
Bill Gabor,29,SYR,SG,57,19.0,3.0,9.4,.322,2.5,3.2,.776,1.6,1.5,3.3,8.6,
Odie Spears,27,ROC,SF,66,25.3,3.4,8.6,.395,1.8,2.3,.763,4.6,2.5,3.4,8.6,
Bob Donham,25,BOS,SG,66,30.0,3.0,6.3,.487,2.3,4.4,.509,5.0,3.5,3.4,8.3,
Dave Minor,29,BLB,SG,57,27.3,3.2,9.2,.354,1.8,2.3,.765,4.8,2.8,2.8,8.3,
George Senesky,29,PHW,PG,57,33.8,2.9,8.0,.361,2.6,3.4,.753,4.1,4.9,2.2,8.3,
Chuck Cooper,25,BOS,SF,66,29.9,3.0,8.3,.361,2.3,3.0,.741,7.6,2.0,3.3,8.2,
Noble Jorgensen,26,SYR,C,66,20.0,2.9,7.0,.413,2.3,2.8,.797,4.4,1.0,2.9,8.0,
Red Owens,26,2TM,SG,29,21.6,2.9,8.7,.329,2.2,3.9,.561,3.5,2.2,3.2,7.9,
Ralph Johnson,30,FTW,PG,66,34.3,3.2,9.0,.356,1.5,2.1,.721,3.4,3.2,3.7,7.9,
Ed Mikan,26,PHW,C,66,27.0,3.1,8.7,.354,1.8,2.2,.784,7.5,1.3,3.8,7.9,
Bob Harris,24,BOS,PF,66,28.8,2.9,7.0,.410,2.0,3.2,.641,8.0,1.8,2.9,7.8,
Dillard Crocker,27,2TM,PF,38,20.6,2.6,7.3,.351,2.6,3.8,.669,2.9,1.5,3.5,7.7,
Al Cervi,34,SYR,PG,55,15.5,1.8,5.1,.354,4.0,4.5,.883,1.6,2.7,3.2,7.6,
George Ratkovicz,29,SYR,PF,66,20.5,2.5,7.2,.349,2.5,3.7,.674,5.0,1.4,3.6,7.5,
Wah Wah Jones,25,INO,PF,58,22.8,2.8,9.0,.313,1.8,2.3,.750,4.9,2.6,2.4,7.4,
Ray Lumpp,28,NYK,SG,62,21.2,3.0,7.7,.387,1.5,1.9,.756,2.0,2.0,2.7,7.4,
Wally Osterkorn,23,SYR,SF,66,26.1,2.2,6.3,.351,3.0,5.1,.594,6.7,1.8,3.4,7.4,
Don Lofgran,22,INO,SF,63,19.9,2.4,6.6,.357,2.5,3.5,.712,4.1,0.8,2.3,7.2,
Bill Calhoun,24,BLB,SG,55,29.0,2.3,7.4,.315,2.3,3.3,.683,4.6,2.1,1.5,7.0,
Kevin O'Shea,26,2TM,,65,26.5,2.4,7.2,.328,2.2,3.2,.686,3.1,2.6,2.7,6.9,
Pep Saul,27,2TM,SG,64,23.1,2.5,6.8,.360,1.9,2.4,.778,2.6,2.3,1.9,6.8,
Don Rehfeldt,25,2TM,SF,39,20.2,2.5,7.3,.347,1.6,2.1,.788,6.2,1.3,2.6,6.7,
Whitey Skoog,25,MNL,SG,35,28.2,2.9,8.5,.345,0.9,1.1,.789,3.5,1.7,2.7,6.7,
Alex Hannum,28,2TM,PF,66,22.8,2.6,7.0,.368,1.5,2.1,.710,5.1,2.0,4.1,6.6,
Bob Harrison,24,MNL,SG,65,26.3,2.4,7.5,.320,1.4,1.9,.718,2.5,2.9,3.1,6.2,
George Kaftan,23,NYK,SF,52,18.4,2.2,5.9,.375,1.8,2.6,.687,3.8,1.7,2.1,6.2,
Bob Brannum,25,BOS,PF,66,20.1,2.3,6.1,.369,1.6,2.6,.626,6.2,1.2,3.6,6.1,
Bill Closs,30,FTW,SF,57,19.6,2.1,6.8,.308,1.9,2.8,.682,3.6,1.3,2.2,6.1,
Neil Johnston,22,PHW,C,64,15.5,2.2,4.7,.472,1.6,2.4,.662,5.3,0.6,2.4,6.0,
Vern Gardner,26,PHW,SG,27,18.8,2.7,7.2,.371,0.6,0.9,.652,4.1,1.4,2.2,5.9,
Brady Walker,30,BLB,PF,35,20.0,2.5,6.2,.410,0.7,1.0,.765,5.6,1.1,1.1,5.8,
Bones McKinney,33,BOS,SF,63,17.2,2.2,6.6,.325,1.0,1.3,.813,2.8,1.8,2.3,5.3,
Jim Slaughter,23,BLB,C,28,18.8,1.9,5.9,.321,1.5,2.4,.603,5.3,0.9,2.9,5.3,
Nelson Bobb,27,PHW,PG,62,19.2,1.8,4.9,.359,1.6,2.7,.593,2.4,2.7,2.9,5.1,
Gerry Calabrese,26,SYR,SG,58,16.2,1.9,5.5,.344,1.3,1.8,.709,1.4,1.4,1.8,5.0,
Joe Holland,26,INO,SF,55,13.4,1.7,4.8,.351,0.7,1.3,.580,3.0,0.9,1.6,4.1,
Red Holzman,31,ROC,PG,65,16.4,1.6,5.7,.280,0.9,1.3,.718,1.6,1.8,1.5,4.1,
Howie Schultz,29,MNL,PF,66,19.7,1.3,4.8,.283,1.4,1.8,.756,3.7,1.5,3.0,4.1,
Elmer Behnke,22,MLH,,4,13.8,1.5,5.5,.273,1.0,1.8,.571,4.3,1.0,3.3,4.0,
Walt Budko,26,PHW,PF,63,17.9,1.5,3.8,.404,1.0,1.4,.674,3.7,1.4,3.1,4.0,
Herb Scherer,23,NYK,C,12,13.9,1.6,5.4,.292,0.8,1.2,.643,2.2,0.5,2.1,3.9,
Chuck Share,24,FTW,C,63,14.0,1.2,3.7,.322,1.5,2.5,.619,5.3,1.0,2.2,3.9,
Nate DeLong,26,MLH,,17,7.8,1.2,2.5,.476,1.4,2.1,.686,1.8,0.8,2.8,3.8,
Cal Christensen,24,MLH,SF,24,15.6,1.2,4.0,.302,1.3,2.4,.526,3.4,1.4,2.0,3.7,
Bob Wilson,25,MLH,PG,63,20.8,1.3,4.2,.299,1.2,2.1,.578,3.3,1.7,2.7,3.7,
Stan Brown,22,PHW,,15,9.4,1.5,4.2,.349,0.7,1.2,.556,1.1,0.6,2.1,3.6,
Lew Hitch,22,MNL,PF,61,13.9,1.3,3.5,.358,1.0,1.5,.670,4.0,0.8,1.5,3.6,
Belus Smawley,33,BLB,SG,11,12.6,1.2,5.7,.206,1.3,1.5,.824,1.6,0.7,0.8,3.6,
Al McGuire,23,NYK,PG,59,13.4,1.2,2.8,.431,1.1,2.1,.525,2.1,1.8,2.3,3.5,
Gene Vance,28,MLH,,7,16.9,1.0,3.7,.269,1.3,2.0,.643,2.1,1.3,2.6,3.3,
Jake Fendley,22,FTW,SG,58,11.2,0.9,2.9,.318,1.3,1.6,.789,1.4,1.0,2.0,3.2,
John Mahnken,29,BOS,C,60,9.7,1.3,3.8,.344,0.4,0.7,.605,2.2,1.1,1.5,3.0,
Don Savage,23,SYR,,12,9.8,0.8,3.6,.209,1.5,2.3,.643,2.0,1.0,1.8,3.0,
Joe McNamee,25,2TM,SF,58,12.0,1.2,3.8,.306,0.5,0.9,.600,2.4,0.7,1.9,2.9,
Cliff Barker,31,INO,SG,44,11.2,1.1,3.7,.298,0.7,1.2,.588,1.8,1.6,1.3,2.9,
Mel Payton,25,PHW,SF,45,10.5,1.2,3.1,.386,0.5,0.6,.750,1.8,1.0,1.5,2.9,
Dick Dickey,25,BOS,PG,45,9.8,0.9,3.0,.294,1.0,1.5,.681,1.8,1.1,1.8,2.8,
Art Burris,27,2TM,SF,41,12.5,1.0,3.8,.269,0.6,1.0,.667,2.4,0.7,1.7,2.7,
Joe Hutton,23,MNL,SG,60,12.1,0.9,2.6,.335,0.8,1.2,.700,1.4,1.0,1.8,2.6,
Ed Dahler,26,PHW,,14,8.0,1.0,2.7,.368,0.5,0.5,1.000,1.6,0.4,1.1,2.5,
Jack Kiley,23,FTW,SG,47,10.1,0.9,4.1,.228,0.6,1.1,.556,1.0,1.3,1.1,2.5,
Sam Ranzino,23,ROC,SG,39,6.0,0.8,2.3,.333,0.7,0.9,.703,1.0,0.6,1.6,2.2,
John Rennicke,22,MLH,,6,9.0,0.7,3.0,.222,0.5,1.5,.333,1.5,0.2,1.2,1.8,
Jerry Fowler,24,MLH,,6,6.8,0.7,2.2,.308,0.2,0.7,.250,1.7,0.3,1.5,1.5,
Charlie Black,30,MLH,,13,9.0,0.5,2.4,.194,0.4,0.9,.417,2.4,0.7,2.4,1.3,
John McConathy,21,MLH,,11,9.6,0.4,2.6,.138,0.5,1.3,.429,1.8,0.7,0.6,1.3,
Ray Ragelis,23,ROC,SF,51,6.6,0.5,1.9,.260,0.4,0.6,.621,1.5,0.6,1.2,1.3,
Paul Noel,27,ROC,,8,4.0,0.3,1.1,.222,0.3,0.4,.667,0.5,0.4,0.8,0.8,
Zeke Sinicola,23,FTW,,3,5.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.0,0.7,0.7,
John Pilch,26,MNL,,9,4.6,0.1,1.1,.100,0.3,0.7,.500,1.0,0.2,1.1,0.6,
